Processed Card Product,Processed Card Scheme,Transaction amount,Rate percent,Rate amount
Viza_Pay,VIZA,30.35,0.2,0.1
Carte_Rouge_Magnifique,Carte Rouge,421.14,0.3,1.3
CP_Credit,ChinaPay,104.96,1.2,1.3
Viza_Super,VIZA,140.68,2.3,3.2
Carte_Rouge_Magnifique,Carte Rouge,157.29,0.3,0.5
Carte_Rouge_Magnifique,Carte Rouge,326.95,0.3,1.0
CP_Debit,ChinaPay,119.57,0.45,0.5
CP_Debit,ChinaPay,455.26,0.6,2.7
CP_Debit,ChinaPay,50.66,0.45,0.2
Viza_Super,VIZA,230.84,2.0,4.6
CP_Credit,ChinaPay,115.15,1.2,1.4
Carte_Rouge_Unique,Carte Rouge,425.2,0.9,3.8
Viza_Super,VIZA,140.63,2.3,3.2
MK_Credit,Masterkard,335.82,1.2,4.0
Carte_Rouge_Magnifique,Carte Rouge,11.18,0.3,0.0
MK_Student,Masterkard,81.04,0.8,0.6
MK_Debit,Masterkard,231.23,0.5,1.2
CP_Debit,ChinaPay,205.53,0.6,1.2
Mastro,Masterkard,10.24,0.2,0.0
VIZA_Debit,VIZA,247.7,0.8,2.0
VIZA_Debit,VIZA,128.46,0.8,1.0
Viza_Pay,VIZA,285.3,0.2,0.6
Carte_Rouge_Magnifique,Carte Rouge,268.39,0.3,0.8
MK_Student,Masterkard,221.75,0.6,1.3
Carte_Rouge_Unique,Carte Rouge,554.4,0.9,5.0
Viza_Pay,VIZA,95.72,0.2,0.2
Mastro,Masterkard,78.54,0.2,0.2
MK_Debit,Masterkard,88.64,0.4,0.4
CP_QR,ChinaPay,174.1,2.0,3.5
Carte_Rouge_Magnifique,Carte Rouge,45.9,0.3,0.1
Viza_Pay,VIZA,347.36,0.2,0.7
CP_QR,ChinaPay,30.25,2.0,0.6
CP_QR,ChinaPay,117.98,2.0,2.4
MK_Credit,Masterkard,146.16,1.2,1.8
Viza_Credit,VIZA,90.95,1.3,1.2
CP_QR,ChinaPay,119.68,2.0,2.4
MK_Debit,Masterkard,171.8,0.4,0.7
CP_Credit,ChinaPay,315.75,1.4,4.4
Viza_Super,VIZA,265.77,2.0,5.3
MK_Debit,Masterkard,226.25,0.4,0.9
CP_Debit,ChinaPay,245.09,0.45,1.1
CP_QR,ChinaPay,312.92,2.0,6.3
VIZA_Debit,VIZA,415.85,0.8,3.3
Carte_Rouge_Magnifique,Carte Rouge,53.83,0.3,0.2
Viza_Pay,VIZA,228.55,0.2,0.5
MK_Credit,Masterkard,26.81,1.5,0.4
CP_Credit,ChinaPay,93.83,1.4,1.3
MK_Debit,Masterkard,272.96,0.4,1.1
MK_Debit,Masterkard,165.81,0.5,0.8
VIZA_Debit,VIZA,235.8,0.6,1.4
Viza_Pay,VIZA,343.03,0.2,0.7
CP_Debit,ChinaPay,400.11,0.6,2.4
MK_Student,Masterkard,116.32,0.6,0.7
Carte_Rouge_Magnifique,Carte Rouge,16.96,0.3,0.1
Carte_Rouge_Unique,Carte Rouge,413.74,0.9,3.7
MK_Debit,Masterkard,30.69,0.4,0.1
Viza_Pay,VIZA,9.7,0.2,0.0
Viza_Pay,VIZA,376.31,0.2,0.8
Carte_Rouge_Magnifique,Carte Rouge,411.07,0.3,1.2
MK_Debit,Masterkard,161.05,0.5,0.8
Viza_Pay,VIZA,0.57,0.2,0.0
Mastro,Masterkard,202.3,0.2,0.4
Carte_Rouge_Unique,Carte Rouge,205.46,0.9,1.8
Mastro,Masterkard,353.63,0.2,0.7
MK_Credit,Masterkard,153.93,1.5,2.3
MK_Debit,Masterkard,159.04,0.5,0.8
Carte_Rouge_Unique,Carte Rouge,120.29,0.9,1.1
Mastro,Masterkard,372.27,0.2,0.7
CP_Debit,ChinaPay,563.84,0.45,2.5
CP_QR,ChinaPay,366.48,2.0,7.3
Carte_Rouge_Unique,Carte Rouge,19.57,0.9,0.2
Mastro,Masterkard,61.41,0.2,0.1
VIZA_Debit,VIZA,130.55,0.8,1.0
Viza_Super,VIZA,191.49,2.3,4.4
CP_Credit,ChinaPay,161.74,1.4,2.3
Carte_Rouge_Unique,Carte Rouge,319.92,0.9,2.9
MK_Credit,Masterkard,62.17,1.2,0.7
Carte_Rouge_Magnifique,Carte Rouge,199.84,0.3,0.6
VIZA_Debit,VIZA,231.43,0.8,1.9
Carte_Rouge_Unique,Carte Rouge,172.68,0.9,1.6
MK_Student,Masterkard,355.91,0.8,2.8
Mastro,Masterkard,86.43,0.2,0.2
CP_Debit,ChinaPay,360.87,0.45,1.6
VIZA_Debit,VIZA,73.27,0.6,0.4
VIZA_Debit,VIZA,137.61,0.8,1.1
MK_Debit,Masterkard,548.58,0.4,2.2
CP_Debit,ChinaPay,25.13,0.45,0.1
Viza_Pay,VIZA,37.89,0.2,0.1
CP_Credit,ChinaPay,268.59,1.4,3.8
Viza_Pay,VIZA,628.18,0.2,1.3
Viza_Credit,VIZA,66.1,0.9,0.6
Viza_Pay,VIZA,165.55,0.2,0.3
Mastro,Masterkard,126.78,0.2,0.3
MK_Debit,Masterkard,224.84,0.4,0.9
Viza_Credit,VIZA,89.0,0.6,0.5
VIZA_Debit,VIZA,187.12,0.6,1.1
VIZA_Debit,VIZA,118.85,0.8,1.0
MK_Student,Masterkard,99.88,0.6,0.6
CP_Credit,ChinaPay,505.24,1.4,7.1
MK_Credit,Masterkard,441.52,1.4,6.2
CP_Debit,ChinaPay,163.75,0.6,1.0
Carte_Rouge_Unique,Carte Rouge,240.85,0.9,2.2
MK_Credit,Masterkard,102.52,1.4,1.4
Mastro,Masterkard,30.33,0.2,0.1
Viza_Credit,VIZA,92.32,1.3,1.2
Viza_Credit,VIZA,505.04,1.3,6.6
MK_Credit,Masterkard,212.02,1.4,3.0
MK_Credit,Masterkard,28.48,1.2,0.3
CP_Credit,ChinaPay,73.44,1.4,1.0
MK_Credit,Masterkard,256.96,1.5,3.9
Carte_Rouge_Unique,Carte Rouge,81.53,0.9,0.7
Mastro,Masterkard,222.01,0.2,0.4
Viza_Pay,VIZA,144.89,0.2,0.3
Carte_Rouge_Unique,Carte Rouge,448.87,0.9,4.0
MK_Credit,Masterkard,97.53,1.5,1.5
CP_Debit,ChinaPay,222.15,0.6,1.3
Viza_Super,VIZA,380.85,2.3,8.8
CP_QR,ChinaPay,159.7,2.0,3.2
MK_Debit,Masterkard,80.91,0.5,0.4
CP_Debit,ChinaPay,169.18,0.45,0.8
Viza_Super,VIZA,163.81,2.0,3.3
Mastro,Masterkard,345.59,0.2,0.7
MK_Debit,Masterkard,357.75,0.4,1.4
Carte_Rouge_Unique,Carte Rouge,182.92,0.9,1.6
Carte_Rouge_Unique,Carte Rouge,358.97,0.9,3.2
Viza_Pay,VIZA,352.38,0.2,0.7
Viza_Pay,VIZA,10.01,0.2,0.0
CP_QR,ChinaPay,135.32,2.0,2.7
Carte_Rouge_Magnifique,Carte Rouge,213.17,0.3,0.6
MK_Credit,Masterkard,31.19,1.4,0.4
MK_Student,Masterkard,98.12,0.6,0.6
Carte_Rouge_Unique,Carte Rouge,156.45,0.9,1.4
Viza_Pay,VIZA,315.92,0.2,0.6
MK_Debit,Masterkard,250.78,0.4,1.0
Mastro,Masterkard,95.9,0.2,0.2
CP_Credit,ChinaPay,140.27,1.4,2.0
CP_QR,ChinaPay,137.58,2.0,2.8
Mastro,Masterkard,379.11,0.2,0.8
Carte_Rouge_Magnifique,Carte Rouge,80.14,0.3,0.2
CP_Credit,ChinaPay,435.06,1.2,5.2
Carte_Rouge_Unique,Carte Rouge,80.94,0.9,0.7
Viza_Credit,VIZA,252.39,0.6,1.5
CP_QR,ChinaPay,16.98,2.0,0.3
Carte_Rouge_Magnifique,Carte Rouge,32.35,0.3,0.1
Carte_Rouge_Unique,Carte Rouge,17.74,0.9,0.2
Mastro,Masterkard,36.86,0.2,0.1
CP_Credit,ChinaPay,207.26,1.2,2.5
CP_QR,ChinaPay,114.0,2.0,2.3
CP_Debit,ChinaPay,191.13,0.45,0.9
Viza_Super,VIZA,38.82,2.0,0.8
Viza_Super,VIZA,305.36,2.0,6.1
VIZA_Debit,VIZA,20.6,0.8,0.2
MK_Student,Masterkard,125.21,0.8,1.0
Carte_Rouge_Magnifique,Carte Rouge,131.63,0.3,0.4
VIZA_Debit,VIZA,402.99,0.8,3.2
VIZA_Debit,VIZA,24.94,0.8,0.2
Viza_Credit,VIZA,188.56,0.6,1.1
Viza_Pay,VIZA,127.3,0.2,0.3
VIZA_Debit,VIZA,141.92,0.6,0.9
CP_Debit,ChinaPay,130.04,0.6,0.8
Viza_Pay,VIZA,195.65,0.2,0.4
Carte_Rouge_Unique,Carte Rouge,289.89,0.9,2.6
MK_Credit,Masterkard,83.67,1.4,1.2
MK_Student,Masterkard,252.21,0.8,2.0
Carte_Rouge_Magnifique,Carte Rouge,6.09,0.3,0.0
Carte_Rouge_Unique,Carte Rouge,118.31,0.9,1.1
Carte_Rouge_Magnifique,Carte Rouge,187.08,0.3,0.6
CP_Debit,ChinaPay,461.68,0.6,2.8
Viza_Super,VIZA,87.76,2.3,2.0
Viza_Credit,VIZA,0.25,0.6,0.0
Viza_Pay,VIZA,26.13,0.2,0.1
Viza_Super,VIZA,30.29,2.3,0.7
MK_Debit,Masterkard,148.55,0.4,0.6
CP_Debit,ChinaPay,263.97,0.6,1.6
MK_Credit,Masterkard,56.09,1.4,0.8
Viza_Credit,VIZA,14.06,0.6,0.1
CP_Debit,ChinaPay,3.48,0.6,0.0
CP_QR,ChinaPay,97.31,2.0,1.9
Viza_Pay,VIZA,217.06,0.2,0.4
CP_QR,ChinaPay,160.35,2.0,3.2
Viza_Pay,VIZA,243.08,0.2,0.5
CP_Debit,ChinaPay,40.1,0.6,0.2
Mastro,Masterkard,231.34,0.2,0.5
Carte_Rouge_Unique,Carte Rouge,209.38,0.9,1.9
CP_QR,ChinaPay,146.59,2.0,2.9
Mastro,Masterkard,113.14,0.2,0.2
CP_QR,ChinaPay,148.6,2.0,3.0
MK_Credit,Masterkard,297.36,1.5,4.5
Mastro,Masterkard,67.61,0.2,0.1
MK_Credit,Masterkard,105.68,1.4,1.5
Viza_Pay,VIZA,70.7,0.2,0.1
CP_Credit,ChinaPay,213.27,1.2,2.6
CP_Credit,ChinaPay,196.96,1.4,2.8
CP_Credit,ChinaPay,62.65,1.4,0.9
Carte_Rouge_Unique,Carte Rouge,142.7,0.9,1.3
CP_Debit,ChinaPay,304.03,0.6,1.8
CP_Debit,ChinaPay,58.69,0.6,0.4
Viza_Super,VIZA,232.73,2.3,5.4
MK_Credit,Masterkard,52.6,1.4,0.7
Viza_Super,VIZA,75.69,2.0,1.5
Viza_Credit,VIZA,196.76,0.6,1.2
Carte_Rouge_Unique,Carte Rouge,112.99,0.9,1.0
Viza_Pay,VIZA,839.79,0.2,1.7
Viza_Super,VIZA,177.69,2.0,3.6
VIZA_Debit,VIZA,174.89,0.6,1.0
Carte_Rouge_Magnifique,Carte Rouge,328.13,0.3,1.0
VIZA_Debit,VIZA,448.76,0.6,2.7
Viza_Pay,VIZA,107.47,0.2,0.2
MK_Debit,Masterkard,67.64,0.4,0.3
Mastro,Masterkard,32.71,0.2,0.1
Viza_Credit,VIZA,182.07,1.3,2.4
Viza_Super,VIZA,54.95,2.3,1.3
CP_Debit,ChinaPay,107.1,0.6,0.6
Carte_Rouge_Unique,Carte Rouge,322.01,0.9,2.9
Viza_Pay,VIZA,163.72,0.2,0.3
Mastro,Masterkard,205.68,0.2,0.4
CP_Credit,ChinaPay,145.58,1.2,1.7
VIZA_Debit,VIZA,136.68,0.6,0.8
MK_Debit,Masterkard,379.97,0.5,1.9
Viza_Super,VIZA,51.54,2.3,1.2
CP_QR,ChinaPay,695.07,2.0,13.9
CP_QR,ChinaPay,84.43,2.0,1.7
VIZA_Debit,VIZA,204.43,0.8,1.6
Viza_Pay,VIZA,149.64,0.2,0.3
VIZA_Debit,VIZA,93.3,0.6,0.6
Carte_Rouge_Magnifique,Carte Rouge,103.02,0.3,0.3
Viza_Credit,VIZA,510.95,0.9,4.6
Carte_Rouge_Unique,Carte Rouge,259.11,0.9,2.3
MK_Credit,Masterkard,91.06,1.5,1.4
MK_Debit,Masterkard,288.29,0.5,1.4
CP_QR,ChinaPay,51.05,2.0,1.0
CP_QR,ChinaPay,254.89,2.0,5.1
VIZA_Debit,VIZA,300.2,0.6,1.8
Carte_Rouge_Unique,Carte Rouge,138.18,0.9,1.2
Carte_Rouge_Unique,Carte Rouge,126.49,0.9,1.1
VIZA_Debit,VIZA,192.62,0.6,1.2
Carte_Rouge_Unique,Carte Rouge,12.68,0.9,0.1
MK_Credit,Masterkard,12.05,1.5,0.2
CP_Credit,ChinaPay,219.78,1.4,3.1
Viza_Credit,VIZA,87.75,0.9,0.8
VIZA_Debit,VIZA,23.22,0.6,0.1
MK_Credit,Masterkard,331.53,1.5,5.0
MK_Student,Masterkard,63.4,0.6,0.4
Viza_Super,VIZA,521.76,2.0,10.4
Mastro,Masterkard,174.27,0.2,0.3
CP_Debit,ChinaPay,351.82,0.6,2.1
VIZA_Debit,VIZA,147.15,0.6,0.9
MK_Credit,Masterkard,441.97,1.4,6.2
MK_Debit,Masterkard,679.58,0.5,3.4
CP_QR,ChinaPay,77.21,2.0,1.5
Mastro,Masterkard,94.34,0.2,0.2
CP_QR,ChinaPay,666.47,2.0,13.3
MK_Debit,Masterkard,293.57,0.4,1.2
Viza_Credit,VIZA,107.42,1.3,1.4
MK_Debit,Masterkard,240.97,0.5,1.2
Viza_Pay,VIZA,19.11,0.2,0.0
MK_Credit,Masterkard,177.49,1.4,2.5
Viza_Pay,VIZA,92.94,0.2,0.2
CP_Credit,ChinaPay,91.38,1.2,1.1
MK_Student,Masterkard,238.52,0.8,1.9
Viza_Super,VIZA,135.56,2.0,2.7
VIZA_Debit,VIZA,8.01,0.6,0.0
MK_Debit,Masterkard,88.17,0.4,0.4
MK_Student,Masterkard,182.82,0.6,1.1
CP_Credit,ChinaPay,130.72,1.2,1.6
Carte_Rouge_Unique,Carte Rouge,263.21,0.9,2.4
CP_Credit,ChinaPay,296.61,1.2,3.6
MK_Debit,Masterkard,225.32,0.5,1.1
CP_QR,ChinaPay,284.11,2.0,5.7
Carte_Rouge_Unique,Carte Rouge,698.22,0.9,6.3
VIZA_Debit,VIZA,74.48,0.8,0.6
CP_Credit,ChinaPay,86.87,1.4,1.2
Carte_Rouge_Unique,Carte Rouge,124.59,0.9,1.1
MK_Debit,Masterkard,33.71,0.4,0.1
VIZA_Debit,VIZA,35.14,0.6,0.2
CP_Credit,ChinaPay,116.07,1.2,1.4
Viza_Pay,VIZA,48.22,0.2,0.1
Viza_Credit,VIZA,3.4,0.9,0.0
MK_Credit,Masterkard,194.57,1.2,2.3
VIZA_Debit,VIZA,316.04,0.6,1.9
Carte_Rouge_Unique,Carte Rouge,682.68,0.9,6.1
Viza_Super,VIZA,124.32,2.0,2.5
CP_Debit,ChinaPay,320.36,0.45,1.4
Viza_Super,VIZA,182.48,2.3,4.2
Carte_Rouge_Magnifique,Carte Rouge,5.41,0.3,0.0
MK_Credit,Masterkard,57.68,1.2,0.7
Viza_Credit,VIZA,74.14,0.9,0.7
Mastro,Masterkard,141.63,0.2,0.3
Mastro,Masterkard,107.18,0.2,0.2
CP_Credit,ChinaPay,174.33,1.2,2.1
Carte_Rouge_Magnifique,Carte Rouge,58.87,0.3,0.2
Carte_Rouge_Unique,Carte Rouge,69.46,0.9,0.6
VIZA_Debit,VIZA,411.06,0.6,2.5
Mastro,Masterkard,60.28,0.2,0.1
MK_Debit,Masterkard,325.32,0.4,1.3
Carte_Rouge_Unique,Carte Rouge,102.47,0.9,0.9
CP_Credit,ChinaPay,317.35,1.4,4.4
CP_QR,ChinaPay,18.76,2.0,0.4
VIZA_Debit,VIZA,292.82,0.8,2.3
MK_Credit,Masterkard,163.65,1.5,2.5
CP_Debit,ChinaPay,274.21,0.45,1.2
CP_QR,ChinaPay,229.77,2.0,4.6
MK_Credit,Masterkard,147.54,1.4,2.1
MK_Credit,Masterkard,323.22,1.5,4.8
Carte_Rouge_Unique,Carte Rouge,70.55,0.9,0.6
CP_QR,ChinaPay,147.34,2.0,2.9
Viza_Pay,VIZA,215.27,0.2,0.4
Mastro,Masterkard,102.29,0.2,0.2
Carte_Rouge_Magnifique,Carte Rouge,160.7,0.3,0.5
Viza_Super,VIZA,99.88,2.0,2.0
Carte_Rouge_Magnifique,Carte Rouge,133.07,0.3,0.4
Viza_Credit,VIZA,233.58,0.9,2.1
Viza_Pay,VIZA,3.24,0.2,0.0
MK_Debit,Masterkard,344.93,0.5,1.7
CP_QR,ChinaPay,281.88,2.0,5.6
Mastro,Masterkard,189.21,0.2,0.4
Viza_Credit,VIZA,182.68,0.6,1.1
CP_Credit,ChinaPay,25.57,1.2,0.3
MK_Credit,Masterkard,71.45,1.2,0.9
Carte_Rouge_Unique,Carte Rouge,144.23,0.9,1.3
Viza_Credit,VIZA,93.43,0.9,0.8
MK_Student,Masterkard,591.7,0.8,4.7
Viza_Super,VIZA,109.34,2.0,2.2
VIZA_Debit,VIZA,153.7,0.6,0.9
Carte_Rouge_Unique,Carte Rouge,48.69,0.9,0.4
CP_QR,ChinaPay,343.65,2.0,6.9
CP_Credit,ChinaPay,51.19,1.2,0.6
CP_QR,ChinaPay,15.2,2.0,0.3
Carte_Rouge_Unique,Carte Rouge,85.59,0.9,0.8
Carte_Rouge_Unique,Carte Rouge,99.98,0.9,0.9
VIZA_Debit,VIZA,278.15,0.6,1.7
Viza_Pay,VIZA,132.67,0.2,0.3
MK_Debit,Masterkard,332.44,0.5,1.7
Viza_Super,VIZA,223.31,2.0,4.5
CP_Credit,ChinaPay,48.16,1.2,0.6
Viza_Credit,VIZA,32.97,0.9,0.3
Carte_Rouge_Unique,Carte Rouge,234.3,0.9,2.1
MK_Student,Masterkard,114.87,0.8,0.9
MK_Student,Masterkard,332.97,0.8,2.7
Carte_Rouge_Unique,Carte Rouge,78.55,0.9,0.7
Viza_Super,VIZA,150.22,2.3,3.5
MK_Debit,Masterkard,214.94,0.5,1.1
Viza_Credit,VIZA,274.54,0.9,2.5
Viza_Credit,VIZA,264.31,0.9,2.4
Carte_Rouge_Magnifique,Carte Rouge,110.68,0.3,0.3
Carte_Rouge_Unique,Carte Rouge,514.07,0.9,4.6
CP_Debit,ChinaPay,141.97,0.6,0.9
Mastro,Masterkard,20.72,0.2,0.0
Viza_Credit,VIZA,266.8,0.9,2.4
Carte_Rouge_Magnifique,Carte Rouge,180.7,0.3,0.5
VIZA_Debit,VIZA,28.66,0.8,0.2
CP_Credit,ChinaPay,302.58,1.2,3.6
MK_Student,Masterkard,203.81,0.8,1.6
CP_Credit,ChinaPay,318.09,1.2,3.8
CP_Credit,ChinaPay,12.55,1.4,0.2
CP_Debit,ChinaPay,67.36,0.45,0.3
CP_Credit,ChinaPay,486.64,1.4,6.8
MK_Debit,Masterkard,131.89,0.4,0.5
Viza_Credit,VIZA,77.19,0.6,0.5
CP_QR,ChinaPay,364.81,2.0,7.3
CP_Debit,ChinaPay,186.8,0.6,1.1
Viza_Pay,VIZA,194.41,0.2,0.4
Mastro,Masterkard,242.87,0.2,0.5
Carte_Rouge_Unique,Carte Rouge,434.08,0.9,3.9
Viza_Credit,VIZA,487.79,0.6,2.9
Carte_Rouge_Unique,Carte Rouge,315.09,0.9,2.8
Viza_Pay,VIZA,333.88,0.2,0.7
VIZA_Debit,VIZA,42.3,0.6,0.3
MK_Debit,Masterkard,133.83,0.4,0.5
Viza_Super,VIZA,111.35,2.3,2.6
MK_Student,Masterkard,240.45,0.8,1.9
Viza_Credit,VIZA,99.83,0.9,0.9
MK_Student,Masterkard,489.75,0.8,3.9
MK_Debit,Masterkard,50.63,0.4,0.2
VIZA_Debit,VIZA,45.1,0.6,0.3
Viza_Super,VIZA,30.25,2.3,0.7
Viza_Super,VIZA,312.89,2.3,7.2
MK_Student,Masterkard,79.06,0.8,0.6
MK_Credit,Masterkard,218.91,1.2,2.6
CP_Credit,ChinaPay,212.47,1.4,3.0
MK_Student,Masterkard,178.02,0.8,1.4
MK_Credit,Masterkard,207.66,1.5,3.1
VIZA_Debit,VIZA,385.03,0.8,3.1
CP_Credit,ChinaPay,173.9,1.2,2.1
Viza_Credit,VIZA,80.32,0.6,0.5
MK_Debit,Masterkard,223.69,0.4,0.9
MK_Student,Masterkard,324.05,0.6,1.9
Viza_Credit,VIZA,226.19,0.9,2.0
Carte_Rouge_Magnifique,Carte Rouge,248.41,0.3,0.7
Viza_Pay,VIZA,10.59,0.2,0.0
MK_Credit,Masterkard,392.61,1.5,5.9
Mastro,Masterkard,162.49,0.2,0.3
CP_QR,ChinaPay,226.72,2.0,4.5
Viza_Pay,VIZA,30.36,0.2,0.1
Carte_Rouge_Magnifique,Carte Rouge,89.38,0.3,0.3
Carte_Rouge_Magnifique,Carte Rouge,307.88,0.3,0.9
Viza_Super,VIZA,225.76,2.0,4.5
MK_Student,Masterkard,375.96,0.6,2.3
CP_Debit,ChinaPay,372.34,0.6,2.2
Carte_Rouge_Magnifique,Carte Rouge,186.03,0.3,0.6
Viza_Credit,VIZA,279.89,1.3,3.6
CP_Debit,ChinaPay,39.37,0.6,0.2
Carte_Rouge_Unique,Carte Rouge,122.53,0.9,1.1
MK_Credit,Masterkard,111.87,1.5,1.7
CP_Credit,ChinaPay,252.09,1.2,3.0
CP_QR,ChinaPay,497.28,2.0,9.9
Mastro,Masterkard,200.56,0.2,0.4
MK_Debit,Masterkard,200.37,0.4,0.8
Viza_Super,VIZA,413.19,2.3,9.5
Carte_Rouge_Magnifique,Carte Rouge,111.54,0.3,0.3
Viza_Super,VIZA,415.54,2.3,9.6
Viza_Pay,VIZA,298.98,0.2,0.6
Viza_Pay,VIZA,441.22,0.2,0.9
CP_Credit,ChinaPay,468.66,1.2,5.6
Carte_Rouge_Unique,Carte Rouge,143.18,0.9,1.3
Viza_Credit,VIZA,86.18,1.3,1.1
CP_Debit,ChinaPay,321.31,0.6,1.9
VIZA_Debit,VIZA,16.08,0.6,0.1
Carte_Rouge_Unique,Carte Rouge,40.71,0.9,0.4
Mastro,Masterkard,73.32,0.2,0.1
Carte_Rouge_Magnifique,Carte Rouge,18.93,0.3,0.1
Mastro,Masterkard,36.96,0.2,0.1
Carte_Rouge_Magnifique,Carte Rouge,465.9,0.3,1.4
CP_QR,ChinaPay,65.01,2.0,1.3
Viza_Credit,VIZA,115.59,0.9,1.0
CP_Debit,ChinaPay,412.02,0.6,2.5
Carte_Rouge_Magnifique,Carte Rouge,355.66,0.3,1.1
CP_QR,ChinaPay,15.66,2.0,0.3
Carte_Rouge_Unique,Carte Rouge,195.67,0.9,1.8
CP_Debit,ChinaPay,293.56,0.45,1.3
Mastro,Masterkard,408.58,0.2,0.8
CP_Debit,ChinaPay,27.66,0.45,0.1
CP_QR,ChinaPay,151.03,2.0,3.0
Viza_Super,VIZA,458.57,2.0,9.2
MK_Credit,Masterkard,186.82,1.5,2.8
Mastro,Masterkard,114.94,0.2,0.2
Carte_Rouge_Magnifique,Carte Rouge,70.15,0.3,0.2
CP_Credit,ChinaPay,429.86,1.2,5.2
Viza_Pay,VIZA,148.7,0.2,0.3
MK_Credit,Masterkard,270.75,1.2,3.2
Carte_Rouge_Magnifique,Carte Rouge,175.28,0.3,0.5
Viza_Pay,VIZA,3.11,0.2,0.0
Viza_Credit,VIZA,12.73,0.6,0.1
MK_Credit,Masterkard,81.59,1.2,1.0
CP_Credit,ChinaPay,204.86,1.4,2.9
CP_Debit,ChinaPay,197.05,0.6,1.2
Carte_Rouge_Unique,Carte Rouge,134.32,0.9,1.2
Viza_Credit,VIZA,88.26,1.3,1.1
CP_Credit,ChinaPay,60.03,1.4,0.8
MK_Credit,Masterkard,280.5,1.5,4.2
VIZA_Debit,VIZA,480.62,0.6,2.9
MK_Credit,Masterkard,315.2,1.2,3.8
Viza_Credit,VIZA,318.77,0.6,1.9
CP_Debit,ChinaPay,238.49,0.45,1.1
MK_Credit,Masterkard,434.19,1.5,6.5
MK_Student,Masterkard,366.63,0.6,2.2
Viza_Credit,VIZA,217.45,0.6,1.3
MK_Credit,Masterkard,128.66,1.4,1.8
CP_QR,ChinaPay,131.89,2.0,2.6
Viza_Pay,VIZA,13.11,0.2,0.0
MK_Credit,Masterkard,200.78,1.4,2.8
Viza_Pay,VIZA,178.68,0.2,0.4
Carte_Rouge_Magnifique,Carte Rouge,48.04,0.3,0.1
Viza_Pay,VIZA,437.12,0.2,0.9
VIZA_Debit,VIZA,301.0,0.8,2.4
Viza_Pay,VIZA,31.93,0.2,0.1
MK_Credit,Masterkard,109.44,1.4,1.5
CP_QR,ChinaPay,239.75,2.0,4.8
Mastro,Masterkard,17.33,0.2,0.0
Carte_Rouge_Unique,Carte Rouge,9.12,0.9,0.1
Viza_Super,VIZA,95.66,2.0,1.9
Viza_Pay,VIZA,268.26,0.2,0.5
MK_Student,Masterkard,54.82,0.6,0.3
MK_Debit,Masterkard,142.15,0.5,0.7
CP_QR,ChinaPay,62.41,2.0,1.2
Carte_Rouge_Unique,Carte Rouge,367.59,0.9,3.3
MK_Debit,Masterkard,479.45,0.5,2.4
Viza_Pay,VIZA,421.31,0.2,0.8
CP_Credit,ChinaPay,271.63,1.4,3.8
MK_Debit,Masterkard,273.76,0.4,1.1
CP_QR,ChinaPay,354.89,2.0,7.1
Mastro,Masterkard,24.78,0.2,0.0
Viza_Credit,VIZA,72.51,1.3,0.9
Viza_Super,VIZA,313.54,2.3,7.2
CP_QR,ChinaPay,272.19,2.0,5.4
Viza_Super,VIZA,238.98,2.3,5.5
CP_Debit,ChinaPay,217.7,0.45,1.0
Viza_Super,VIZA,132.12,2.0,2.6
CP_QR,ChinaPay,29.88,2.0,0.6
CP_Credit,ChinaPay,76.72,1.2,0.9
CP_QR,ChinaPay,218.93,2.0,4.4
Carte_Rouge_Unique,Carte Rouge,120.35,0.9,1.1
VIZA_Debit,VIZA,246.33,0.6,1.5
Mastro,Masterkard,147.28,0.2,0.3
MK_Debit,Masterkard,366.85,0.5,1.8
CP_Credit,ChinaPay,100.19,1.2,1.2
CP_Credit,ChinaPay,73.83,1.2,0.9
Mastro,Masterkard,117.57,0.2,0.2
Carte_Rouge_Magnifique,Carte Rouge,186.51,0.3,0.6
Viza_Pay,VIZA,207.68,0.2,0.4
Viza_Credit,VIZA,553.95,0.9,5.0
Carte_Rouge_Unique,Carte Rouge,182.91,0.9,1.6
MK_Debit,Masterkard,322.96,0.4,1.3
CP_QR,ChinaPay,353.58,2.0,7.1
Carte_Rouge_Unique,Carte Rouge,151.23,0.9,1.4
MK_Credit,Masterkard,94.11,1.5,1.4
Viza_Pay,VIZA,295.07,0.2,0.6
MK_Debit,Masterkard,362.47,0.4,1.4
MK_Debit,Masterkard,87.83,0.5,0.4
Viza_Pay,VIZA,35.09,0.2,0.1
CP_Credit,ChinaPay,393.21,1.2,4.7
CP_QR,ChinaPay,40.41,2.0,0.8
Viza_Credit,VIZA,23.13,1.3,0.3
VIZA_Debit,VIZA,81.05,0.8,0.6
CP_Credit,ChinaPay,55.23,1.4,0.8
MK_Credit,Masterkard,535.97,1.4,7.5
MK_Student,Masterkard,76.3,0.8,0.6
MK_Credit,Masterkard,228.8,1.5,3.4
MK_Credit,Masterkard,18.93,1.2,0.2
MK_Debit,Masterkard,349.54,0.4,1.4
Mastro,Masterkard,301.92,0.2,0.6
Viza_Credit,VIZA,16.18,1.3,0.2
Carte_Rouge_Unique,Carte Rouge,257.19,0.9,2.3
MK_Debit,Masterkard,567.33,0.4,2.3
Viza_Credit,VIZA,72.45,0.6,0.4
CP_QR,ChinaPay,178.87,2.0,3.6
Carte_Rouge_Unique,Carte Rouge,340.9,0.9,3.1
